ellipseCenterX(px),ellipseCenterY(px),ellipseSemimajor(px),ellipseSemiminor(px),ellipseRotation(deg),inputImage,crater_classification
1803.790771484375,1965.21630859375,69.99811553955078,46.08551788330078,129.1834831237793,altitude01/longitude02/orientation01_light01,-1
1606.817138671875,1818.0552978515625,65.36689758300781,56.51057434082031,108.43354225158691,altitude01/longitude02/orientation01_light01,-1
2135.73828125,1699.43798828125,59.90778732299805,41.78879165649414,91.13899683952332,altitude01/longitude02/orientation01_light01,-1
2003.80029296875,1643.701416015625,85.67532348632812,61.88378143310547,121.57610702514648,altitude01/longitude02/orientation01_light01,-1
2432.982177734375,1113.0225830078125,83.01402282714844,68.60023498535156,149.67013549804688,altitude01/longitude02/orientation01_light01,-1
2469.98974609375,906.98974609375,92.01780700683594,65.3185806274414,97.92535972595215,altitude01/longitude02/orientation01_light01,-1
2123.886962890625,690.8598022460938,65.11949157714844,40.38519287109375,95.57781410217285,altitude01/longitude02/orientation01_light01,-1
2156.489501953125,819.0554809570312,208.7639617919922,55.149105072021484,122.53775405883789,altitude01/longitude02/orientation01_light01,-1
2368.432861328125,584.3882446289062,125.48638153076172,62.931400299072266,105.63422107696533,altitude01/longitude02/orientation01_light01,-1
2208.923828125,435.11260986328125,49.195316314697266,40.578041076660156,3.8485794067382812,altitude01/longitude02/orientation01_light01,-1
2314.087890625,195.7666473388672,74.29166412353516,45.24468231201172,171.26813507080078,altitude01/longitude02/orientation01_light01,-1
2382.1484375,342.7071228027344,236.9676055908203,43.22933578491211,115.5388126373291,altitude01/longitude02/orientation01_light01,-1
1276.991455078125,1906.6669921875,101.58617401123047,46.7495002746582,82.50668334960938,altitude01/longitude02/orientation01_light02,-1
1611.9462890625,1809.9583740234375,66.00289154052734,57.90348815917969,117.1036548614502,altitude01/longitude02/orientation01_light02,-1
1972.114013671875,1350.009765625,76.04415893554688,53.04365539550781,88.07823181152344,altitude01/longitude02/orientation01_light02,-1
2045.1287841796875,1133.7423095703125,121.54423522949219,110.06208038330078,60.71449279785156,altitude01/longitude02/orientation01_light02,-1
2497.814697265625,915.8236694335938,99.35440826416016,77.345947265625,99.77569770812988,altitude01/longitude02/orientation01_light02,-1
2212.93310546875,125.4625473022461,67.777587890625,46.964908599853516,82.62460327148438,altitude01/longitude02/orientation01_light02,-1
2352.694580078125,364.3459777832031,279.88177490234375,108.90023803710938,90.81766855716705,altitude01/longitude02/orientation01_light02,-1
1437.977294921875,1974.1600341796875,192.78793334960938,54.64615249633789,169.48473358154297,altitude01/longitude02/orientation01_light03,-1
1804.1422119140625,1972.60400390625,72.1145248413086,44.63240432739258,122.85446166992188,altitude01/longitude02/orientation01_light03,-1
1620.405029296875,1812.2974853515625,63.06491470336914,57.3494873046875,47.2462158203125,altitude01/longitude02/orientation01_light03,-1
2249.930419921875,1726.1998291015625,71.17491912841797,54.221195220947266,138.93592071533203,altitude01/longitude02/orientation01_light03,-1
2408.073974609375,1117.3330078125,103.51618194580078,66.22188568115234,158.46538543701172,altitude01/longitude02/orientation01_light03,-1
1996.3948974609375,1173.62109375,146.76812744140625,143.8810577392578,167.34922790527344,altitude01/longitude02/orientation01_light03,-1
2495.1904296875,924.4039916992188,93.45732879638672,76.91867065429688,140.6715087890625,altitude01/longitude02/orientation01_light03,-1
2361.5419921875,543.5362548828125,105.70419311523438,43.774600982666016,124.91827392578125,altitude01/longitude02/orientation01_light03,-1
2432.009765625,220.6663360595703,83.93001556396484,62.974143981933594,126.98200988769531,altitude01/longitude02/orientation01_light03,-1
2261.84912109375,180.48085021972656,98.16668701171875,80.39045715332031,121.02640724182129,altitude01/longitude02/orientation01_light03,-1
1836.4178466796875,1976.3795166015625,92.68846893310547,70.1303939819336,0.05869293212890625,altitude01/longitude02/orientation01_light04,-1
1536.1611328125,1958.045654296875,238.958984375,56.96677017211914,164.98097229003906,altitude01/longitude02/orientation01_light04,-1
1966.6102294921875,1844.5419921875,93.99015808105469,41.136356353759766,157.5677947998047,altitude01/longitude02/orientation01_light04,-1
1619.102783203125,1812.2979736328125,66.88782501220703,54.33296203613281,20.54784393310547,altitude01/longitude02/orientation01_light04,-1
1886.19677734375,1457.759521484375,59.92222213745117,44.567848205566406,171.96016693115234,altitude01/longitude02/orientation01_light04,-1
2411.6298828125,1114.0653076171875,109.49784088134766,61.070552825927734,170.20069885253906,altitude01/longitude02/orientation01_light04,-1
2080.785400390625,1172.5704345703125,134.38595581054688,76.79568481445312,102.50095081329346,altitude01/longitude02/orientation01_light04,-1
2488.19677734375,918.5503540039062,93.86058807373047,81.48047637939453,123.84826278686523,altitude01/longitude02/orientation01_light04,-1
2201.969970703125,454.0235900878906,69.43917846679688,50.0072021484375,117.23774909973145,altitude01/longitude02/orientation01_light04,-1
2105.68115234375,365.94970703125,49.03368377685547,45.72749328613281,78.34349060058594,altitude01/longitude02/orientation01_light04,-1
2413.916748046875,423.14764404296875,134.59140014648438,43.69150924682617,107.74781608581543,altitude01/longitude02/orientation01_light04,-1
2251.714111328125,158.0032196044922,119.7393569946289,85.42105102539062,98.0721788406372,altitude01/longitude02/orientation01_light04,-1
1766.0765380859375,1931.5263671875,98.0433120727539,41.47550964355469,2.3126678466796875,altitude01/longitude02/orientation01_light05,-1
987.9905395507812,1916.166015625,156.12405395507812,51.9792594909668,150.50417709350586,altitude01/longitude02/orientation01_light05,-1
1614.3916015625,1811.301025390625,59.492034912109375,52.408233642578125,52.266204833984375,altitude01/longitude02/orientation01_light05,-1
1885.8231201171875,1351.7867431640625,144.14859008789062,49.044898986816406,135.68468475341797,altitude01/longitude02/orientation01_light05,-1
2415.901123046875,1152.9378662109375,65.70076751708984,43.71968078613281,6.871009826660156,altitude01/longitude02/orientation01_light05,-1
1985.408935546875,1150.6910400390625,156.1092987060547,122.96272277832031,48.33525085449219,altitude01/longitude02/orientation01_light05,-1
2470.611083984375,918.0604248046875,73.30622863769531,47.074806213378906,41.483154296875,altitude01/longitude02/orientation01_light05,-1
2381.83740234375,612.9937744140625,85.42473602294922,41.16042709350586,5.08233642578125,altitude01/longitude02/orientation01_light05,-1
2261.529296875,563.3106689453125,64.80779266357422,40.951080322265625,158.14867401123047,altitude01/longitude02/orientation01_light05,-1
1980.40625,601.8307495117188,169.43701171875,86.38618469238281,130.6473045349121,altitude01/longitude02/orientation01_light05,-1
2245.533203125,159.39358520507812,79.89488220214844,62.88278579711914,25.458534240722656,altitude01/longitude02/orientation01_light05,-1
276.5118408203125,1452.683349609375,74.6941909790039,47.73905944824219,175.3945770263672,altitude01/longitude02/orientation02_light01,-1
1172.187744140625,1409.8558349609375,79.05703735351562,46.19071578979492,170.0911407470703,altitude01/longitude02/orientation02_light01,-1
813.4404296875,1168.0916748046875,111.89562225341797,52.158058166503906,13.497032165527344,altitude01/longitude02/orientation02_light01,-1
2419.61767578125,1034.2987060546875,100.3667221069336,77.00077819824219,65.40333557128906,altitude01/longitude02/orientation02_light01,-1
1627.46435546875,888.8433837890625,173.0020751953125,122.67267608642578,111.61909103393555,altitude01/longitude02/orientation02_light01,-1
1064.8828125,1115.1993408203125,88.2837142944336,64.79972076416016,147.35596084594727,altitude01/longitude02/orientation02_light01,-1
1260.6104736328125,1015.8588256835938,81.06997680664062,54.03165054321289,20.26148223876953,altitude01/longitude02/orientation02_light01,-1
1042.6224365234375,966.838134765625,103.00438690185547,74.12104797363281,48.96711730957031,altitude01/longitude02/orientation02_light01,-1
131.4473114013672,987.0015869140625,141.724365234375,89.38319396972656,47.384185791015625,altitude01/longitude02/orientation02_light01,-1
