ellipseCenterX(px),ellipseCenterY(px),ellipseSemimajor(px),ellipseSemiminor(px),ellipseRotation(deg),inputImage,crater_classification
1215.2940673828125,1064.2515869140625,1543.2447509765625,1202.744873046875,91.31985473632812,altitude01/longitude02/orientation01_light01,-1
1257.0711669921875,1056.3760986328125,1534.1201171875,1271.2642822265625,92.49453735351562,altitude01/longitude02/orientation01_light02,-1
1234.27490234375,1039.3131103515625,1532.6790771484375,1208.48046875,89.60416412353516,altitude01/longitude02/orientation01_light03,-1
1247.9027099609375,1033.8216552734375,1537.0052490234375,1213.8525390625,90.62639617919922,altitude01/longitude02/orientation01_light04,-1
1278.5572509765625,1038.6177978515625,1552.028076171875,1184.1817626953125,92.42137908935547,altitude01/longitude02/orientation01_light05,-1
255.3457489013672,1456.3538818359375,81.03076171875,65.5412368774414,134.4823455810547,altitude01/longitude02/orientation02_light01,-1
2533.91015625,1256.668212890625,112.4249496459961,45.07676315307617,13.841324806213379,altitude01/longitude02/orientation02_light01,-1
1242.66162109375,680.7835693359375,1456.32763671875,792.1403198242188,89.07475280761719,altitude01/longitude02/orientation02_light01,-1
554.7677612304688,1447.7774658203125,74.26422882080078,41.68795394897461,26.62059783935547,altitude01/longitude02/orientation02_light01,-1
2423.247802734375,1063.388427734375,75.03622436523438,62.576942443847656,39.41090393066406,altitude01/longitude02/orientation02_light01,-1
47.411155700683594,1103.8973388671875,153.11215209960938,46.470863342285156,86.55455017089844,altitude01/longitude02/orientation02_light01,-1
1290.071533203125,998.521484375,1434.125,1269.589599609375,85.84579467773438,altitude01/longitude02/orientation02_light02,-1
81.7998275756836,290.37713623046875,174.003662109375,63.267208099365234,28.36703872680664,altitude01/longitude02/orientation02_light03,-1
1373.6202392578125,1099.4874267578125,1450.1058349609375,1199.9364013671875,81.81063842773438,altitude01/longitude02/orientation02_light03,-1
135.43222045898438,96.0108642578125,122.85028076171875,106.6415786743164,128.96168518066406,altitude01/longitude02/orientation02_light03,-1
2504.892822265625,144.793212890625,83.29938507080078,41.2034797668457,8.719375610351562,altitude01/longitude02/orientation02_light03,-1
1475.3985595703125,1104.5126953125,1481.1239013671875,1047.8536376953125,71.06944274902344,altitude01/longitude02/orientation02_light04,-1
805.2506713867188,359.83251953125,139.16848754882812,41.57450485229492,169.46267700195312,altitude01/longitude02/orientation02_light04,-1
1277.469482421875,963.656982421875,1446.581298828125,1265.4840087890625,87.50779724121094,altitude01/longitude02/orientation02_light05,-1
1275.4974365234375,1002.7268676757812,1548.5372314453125,1160.87109375,91.18767547607422,altitude01/longitude02/orientation03_light01,-1
69.01593780517578,1958.95654296875,122.9321060180664,82.3970947265625,153.0643310546875,altitude01/longitude02/orientation03_light02,-1
267.19696044921875,101.52590942382812,65.88600158691406,57.31008529663086,4.925020217895508,altitude01/longitude02/orientation03_light02,-1
